ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,80:8d:b7:55:35:03,38:17:c3:1f:01:82,38:17:c3:1f:01:81,b0:be:76:f8:30:5e,80:8d:b7:55:35:01,38:17:c3:1f:01:80,80:8d:b7:55:35:02,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,38:17:c3:1f:01:90,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,38:17:c3:1f:01:92,38:17:c3:19:d7:62,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,44:48:c1:a5:82:31,38:17:c3:19:d7:71,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,38:17:c3:19:d7:70,38:17:c3:19:d7:72,44:48:c1:a5:82:21,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,44:48:c1:a5:82:30,00:4e:35:df:06:50,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:df:06:51,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,44:48:c1:a5:82:20,44:48:c1:a5:82:22,00:4e:35:df:06:42,20:a6:cd:50:24:a0,38:17:c3:19:45:b2,80:8d:b7:55:35:00,80:8d:b7:55:39:c2,80:8d:b7:55:25:e1,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,38:17:c3:19:55:50,38:17:c3:1e:ff:01,00:4e:35:df:06:40,20:a6:cd:50:24:a1,38:17:c3:1e:ff:00,38:17:c3:19:45:b1,38:17:c3:1f:22:30,00:4e:35:df:06:41,68:ff:7b:e4:af:38,b4:5d:50:e1:92:23,68:ff:7b:e4:af:39,38:17:c3:19:55:52,38:17:c3:19:71:90,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:55:40,b4:5d:50:e1:92:31,38:17:c3:19:55:51,b4:5d:50:e1:92:33,00:4e:35:de:e1:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:55:41,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,38:17:c3:1f:08:41,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:08:50,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:d7:40,00:4e:35:de:d7:41,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:df:0e:12,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:1f:0f:92,38:17:c3:24:4f:10,20:a6:cd:42:0b:e3,38:17:c3:24:4f:11,20:a6:cd:42:0b:f0,38:17:c3:1f:22:21,38:17:c3:24:4f:00,38:17:c3:19:45:a1,b4:5d:50:e1:96:53,38:17:c3:19:45:a0,38:17:c3:1f:00:b0,38:17:c3:1f:0f:91,38:17:c3:24:4f:02,38:17:c3:1f:09:92,00:4e:35:df:27:12,38:17:c3:1f:09:91,38:17:c3:1f:09:83,b4:5d:50:e1:96:43,38:17:c3:19:45:a2,38:17:c3:24:4f:12,b4:5d:50:e1:96:51,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,0a:05:a7:e3:d9:82,9e:2b:77:8e:45:c7,38:17:c3:1f:00:b2,44:48:c1:91:95:b1,38:17:c3:1f:00:b1,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,x,y,label
-65,-74,-75,-72,-72,-72,-73,-71,-75,-71,-71,-74,-72,-96,-90,-64,-82,-96,-73,-85,-67,-84,-84,-81,-81,-67,-67,-85,-78,-85,-82,-69,-83,-72,-69,-81,-82,-73,-82,-82,-64,-73,-74,-69,-83,-97,-90,-88,-82,-82,-88,-100,-88,-87,-95,-95,-67,-93,-86,-83,-65,-64,-82,-100,-100,-90,-70,-94,-100,-97,-90,-100,-85,-97,-100,-100,-95,-82,-100,-100,-100,-94,-100,-100,-100,-95,-87,-95,-88,-91,-86,-87,-100,-100,-95,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,430.3999999999999,12.0
-66,-76,-77,-72,-72,-72,-72,-71,-75,-71,-71,-71,-72,-94,-87,-64,-83,-94,-73,-85,-66,-84,-88,-81,-81,-66,-67,-85,-78,-83,-85,-69,-81,-72,-69,-81,-82,-73,-82,-82,-64,-73,-74,-69,-83,-98,-92,-88,-82,-82,-88,-100,-88,-87,-97,-97,-67,-92,-85,-82,-65,-64,-82,-100,-100,-90,-74,-93,-100,-97,-89,-100,-87,-97,-100,-100,-94,-82,-100,-100,-100,-93,-100,-100,-100,-95,-87,-93,-88,-91,-86,-87,-100,-100,-95,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,430.3999999999999,12.0
-65,-74,-75,-72,-72,-72,-73,-71,-75,-71,-71,-74,-72,-96,-90,-64,-82,-96,-73,-85,-67,-84,-84,-81,-81,-67,-67,-85,-78,-85,-82,-69,-83,-72,-69,-81,-82,-73,-82,-82,-64,-73,-74,-69,-83,-97,-90,-88,-82,-82,-88,-100,-88,-87,-95,-95,-67,-93,-86,-83,-65,-64,-82,-100,-100,-90,-70,-94,-100,-97,-90,-100,-85,-97,-100,-100,-95,-82,-100,-100,-100,-94,-100,-100,-100,-95,-87,-95,-88,-91,-86,-87,-100,-100,-95,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,430.3999999999999,12.0
-67,-76,-77,-72,-72,-72,-72,-71,-75,-71,-72,-70,-72,-94,-87,-64,-82,-94,-74,-85,-66,-84,-88,-81,-81,-66,-67,-85,-78,-83,-85,-69,-81,-72,-69,-81,-83,-73,-82,-82,-64,-73,-74,-69,-83,-98,-92,-88,-82,-82,-88,-100,-88,-87,-98,-98,-67,-93,-85,-82,-65,-64,-82,-100,-100,-90,-74,-94,-100,-97,-89,-100,-87,-97,-100,-100,-95,-82,-100,-100,-100,-93,-100,-100,-100,-95,-87,-93,-88,-92,-87,-87,-100,-100,-95,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,444.5999999999999,13.0
-66,-76,-77,-72,-72,-72,-72,-71,-75,-71,-71,-72,-72,-94,-88,-64,-83,-94,-73,-85,-66,-84,-87,-81,-81,-66,-67,-85,-78,-83,-84,-69,-81,-72,-69,-81,-82,-73,-82,-82,-64,-73,-74,-69,-83,-97,-91,-88,-82,-82,-88,-100,-88,-87,-96,-96,-67,-92,-85,-82,-65,-64,-82,-100,-100,-90,-73,-93,-100,-97,-90,-100,-86,-97,-100,-100,-94,-82,-100,-100,-100,-94,-100,-100,-100,-95,-87,-94,-88,-91,-86,-87,-100,-100,-95,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,444.5999999999999,13.0
-65,-74,-75,-72,-72,-72,-73,-71,-74,-71,-71,-74,-72,-95,-88,-64,-84,-95,-73,-85,-67,-84,-86,-81,-81,-67,-67,-85,-78,-83,-84,-69,-81,-72,-69,-81,-82,-73,-82,-82,-64,-73,-74,-69,-83,-97,-91,-88,-82,-82,-88,-100,-88,-87,-95,-95,-67,-91,-84,-82,-65,-64,-82,-100,-100,-90,-72,-92,-100,-97,-90,-100,-85,-97,-100,-100,-94,-82,-100,-100,-100,-94,-100,-100,-100,-94,-87,-94,-88,-91,-86,-87,-100,-100,-94,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,444.5999999999999,13.0
-66,-76,-77,-72,-72,-72,-72,-71,-75,-71,-71,-71,-72,-94,-88,-64,-82,-94,-73,-85,-66,-84,-87,-81,-81,-66,-67,-85,-78,-84,-84,-69,-82,-72,-69,-81,-82,-73,-82,-82,-64,-73,-74,-69,-83,-98,-91,-88,-82,-82,-88,-100,-88,-87,-97,-97,-67,-93,-86,-83,-65,-64,-82,-100,-100,-90,-73,-94,-100,-97,-89,-100,-86,-97,-100,-100,-95,-82,-100,-100,-100,-93,-100,-100,-100,-95,-87,-94,-88,-91,-86,-87,-100,-100,-95,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,444.5999999999999,13.0
-66,-76,-77,-72,-72,-72,-72,-71,-75,-71,-71,-72,-72,-94,-88,-64,-83,-94,-73,-85,-66,-84,-87,-81,-81,-66,-67,-85,-78,-83,-84,-69,-81,-72,-69,-81,-82,-73,-82,-82,-64,-73,-74,-69,-83,-97,-91,-88,-82,-82,-88,-100,-88,-87,-96,-96,-67,-92,-85,-82,-65,-64,-82,-100,-100,-90,-73,-93,-100,-97,-90,-100,-86,-97,-100,-100,-94,-82,-100,-100,-100,-94,-100,-100,-100,-95,-87,-94,-88,-91,-86,-87,-100,-100,-95,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,444.5999999999999,13.0
-66,-76,-77,-72,-72,-72,-72,-71,-75,-71,-71,-71,-72,-94,-88,-64,-82,-94,-73,-85,-66,-84,-87,-81,-81,-66,-67,-85,-78,-84,-84,-69,-82,-72,-69,-81,-82,-73,-82,-82,-64,-73,-74,-69,-83,-98,-91,-88,-82,-82,-88,-100,-88,-87,-97,-97,-67,-93,-86,-83,-65,-64,-82,-100,-100,-90,-73,-94,-100,-97,-89,-100,-86,-97,-100,-100,-95,-82,-100,-100,-100,-93,-100,-100,-100,-95,-87,-94,-88,-91,-86,-87,-100,-100,-95,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,444.5999999999999,13.0
-67,-76,-77,-72,-72,-72,-72,-71,-75,-71,-72,-69,-72,-94,-87,-64,-81,-94,-74,-85,-66,-84,-88,-81,-81,-66,-67,-85,-78,-84,-85,-69,-82,-72,-69,-81,-83,-73,-82,-82,-64,-73,-74,-69,-83,-99,-92,-88,-82,-82,-88,-100,-88,-87,-99,-99,-67,-94,-86,-83,-65,-64,-82,-100,-100,-90,-74,-95,-100,-97,-89,-100,-87,-97,-100,-100,-95,-82,-100,-100,-100,-93,-100,-100,-100,-96,-87,-93,-88,-92,-87,-87,-100,-100,-96,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,458.79999999999984,14.0
-67,-76,-77,-72,-72,-72,-72,-71,-75,-71,-72,-69,-72,-94,-87,-64,-81,-94,-74,-85,-66,-84,-88,-81,-81,-66,-67,-85,-78,-84,-85,-69,-82,-72,-69,-81,-83,-73,-82,-82,-64,-73,-74,-69,-83,-99,-92,-88,-82,-82,-88,-100,-88,-87,-99,-99,-67,-94,-86,-83,-65,-64,-82,-100,-100,-90,-74,-95,-100,-97,-89,-100,-87,-97,-100,-100,-95,-82,-100,-100,-100,-93,-100,-100,-100,-96,-87,-93,-88,-92,-87,-87,-100,-100,-96,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,458.79999999999984,14.0
-67,-76,-77,-72,-72,-72,-72,-71,-75,-71,-72,-69,-72,-94,-87,-64,-81,-94,-74,-85,-66,-84,-88,-81,-81,-66,-67,-85,-78,-84,-85,-69,-82,-72,-69,-81,-83,-73,-82,-82,-64,-73,-74,-69,-83,-99,-92,-88,-82,-82,-88,-100,-88,-87,-99,-99,-67,-94,-86,-83,-65,-64,-82,-100,-100,-90,-74,-95,-100,-97,-89,-100,-87,-97,-100,-100,-95,-82,-100,-100,-100,-93,-100,-100,-100,-96,-87,-93,-88,-92,-87,-87,-100,-100,-96,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,458.79999999999984,14.0
-67,-76,-77,-72,-72,-72,-72,-71,-75,-71,-72,-69,-72,-94,-87,-64,-81,-94,-74,-85,-66,-84,-88,-81,-81,-66,-67,-85,-78,-84,-85,-69,-82,-72,-69,-81,-83,-73,-82,-82,-64,-73,-74,-69,-83,-99,-92,-88,-82,-82,-88,-100,-88,-87,-99,-99,-67,-94,-86,-83,-65,-64,-82,-100,-100,-90,-74,-95,-100,-97,-89,-100,-87,-97,-100,-100,-95,-82,-100,-100,-100,-93,-100,-100,-100,-96,-87,-93,-88,-92,-87,-87,-100,-100,-96,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,458.79999999999984,14.0
-67,-76,-77,-72,-72,-72,-72,-71,-75,-71,-72,-69,-72,-94,-87,-64,-81,-94,-74,-85,-66,-84,-88,-81,-81,-66,-67,-85,-78,-84,-85,-69,-82,-72,-69,-81,-83,-73,-82,-82,-64,-73,-74,-69,-83,-99,-92,-88,-82,-82,-88,-100,-88,-87,-99,-99,-67,-94,-86,-83,-65,-64,-82,-100,-100,-90,-74,-95,-100,-97,-89,-100,-87,-97,-100,-100,-95,-82,-100,-100,-100,-93,-100,-100,-100,-96,-87,-93,-88,-92,-87,-87,-100,-100,-96,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,458.79999999999984,14.0
-67,-76,-77,-72,-72,-72,-72,-71,-75,-71,-72,-69,-72,-94,-87,-64,-81,-94,-74,-85,-66,-84,-88,-81,-81,-66,-67,-85,-78,-84,-85,-69,-82,-72,-69,-81,-83,-73,-82,-82,-64,-73,-74,-69,-83,-99,-92,-88,-82,-82,-88,-100,-88,-87,-99,-99,-67,-94,-86,-83,-65,-64,-82,-100,-100,-90,-74,-95,-100,-97,-89,-100,-87,-97,-100,-100,-95,-82,-100,-100,-100,-93,-100,-100,-100,-96,-87,-93,-88,-92,-87,-87,-100,-100,-96,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-87,-84,-88,-90,-100,-100,-88,-100,-87,-91,-94,-87,-100,-86,-100,-100,-84,-84,-84,-100,-88,-87,-94,-88,-100,-95,545.0,458.79999999999984,14.0
-68,-85,-86,-85,-82,-82,-83,-77,-76,-77,-77,-80,-80,-100,-100,-67,-81,-100,-79,-100,-64,-100,-100,-80,-81,-64,-64,-100,-93,-81,-81,-68,-69,-75,-67,-93,-75,-67,-89,-92,-65,-67,-67,-68,-76,-100,-100,-98,-76,-77,-100,-100,-100,-100,-91,-91,-79,-92,-93,-93,-66,-65,-74,-100,-100,-83,-72,-92,-100,-100,-86,-100,-75,-100,-100,-100,-92,-74,-94,-92,-100,-85,-98,-100,-100,-92,-86,-84,-87,-80,-87,-87,-80,-80,-100,-84,-87,-90,-97,-91,-92,-100,-100,-100,-95,-100,-86,-86,-87,-85,-100,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-83,-100,-100,-100,-87,-83,-100,-84,-100,-92,-100,-100,-91,545.0,472.99999999999983,15.0
-68,-85,-86,-85,-82,-82,-83,-77,-76,-77,-77,-80,-80,-100,-100,-67,-81,-100,-79,-100,-64,-100,-100,-80,-81,-64,-64,-100,-93,-81,-81,-68,-69,-75,-67,-93,-75,-67,-89,-92,-65,-67,-67,-68,-76,-100,-100,-98,-76,-77,-100,-100,-100,-100,-91,-91,-79,-92,-93,-93,-66,-65,-74,-100,-100,-83,-72,-92,-100,-100,-86,-100,-75,-100,-100,-100,-92,-74,-94,-92,-100,-85,-98,-100,-100,-92,-86,-84,-87,-80,-87,-87,-80,-80,-100,-84,-87,-90,-97,-91,-92,-100,-100,-100,-95,-100,-86,-86,-87,-85,-100,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-83,-100,-100,-100,-87,-83,-100,-84,-100,-92,-100,-100,-91,545.0,472.99999999999983,15.0
-68,-85,-86,-85,-82,-82,-83,-77,-76,-77,-77,-80,-80,-100,-100,-67,-81,-100,-79,-100,-64,-100,-100,-80,-81,-64,-64,-100,-93,-81,-81,-68,-69,-75,-67,-93,-75,-67,-89,-92,-65,-67,-67,-68,-76,-100,-100,-98,-76,-77,-100,-100,-100,-100,-91,-91,-79,-92,-93,-93,-66,-65,-74,-100,-100,-83,-72,-92,-100,-100,-86,-100,-75,-100,-100,-100,-92,-74,-94,-92,-100,-85,-98,-100,-100,-92,-86,-84,-87,-80,-87,-87,-80,-80,-100,-84,-87,-90,-97,-91,-92,-100,-100,-100,-95,-100,-86,-86,-87,-85,-100,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-83,-100,-100,-100,-87,-83,-100,-84,-100,-92,-100,-100,-91,545.0,472.99999999999983,15.0
-68,-85,-86,-85,-82,-82,-83,-77,-76,-77,-77,-80,-80,-100,-100,-67,-81,-100,-79,-100,-64,-100,-100,-80,-81,-64,-64,-100,-93,-81,-81,-68,-69,-75,-67,-93,-75,-67,-89,-92,-65,-67,-67,-68,-76,-100,-100,-98,-76,-77,-100,-100,-100,-100,-91,-91,-79,-92,-93,-93,-66,-65,-74,-100,-100,-83,-72,-92,-100,-100,-86,-100,-75,-100,-100,-100,-92,-74,-94,-92,-100,-85,-98,-100,-100,-92,-86,-84,-87,-80,-87,-87,-80,-80,-100,-84,-87,-90,-97,-91,-92,-100,-100,-100,-95,-100,-86,-86,-87,-85,-100,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-83,-100,-100,-100,-87,-83,-100,-84,-100,-92,-100,-100,-91,545.0,472.99999999999983,15.0
